"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed","min_imp_zhang","min_imp_lift"
"4023","TurboCharger","{MODEL=Ultima,COUNTRY=Spain,GEO_TYPE=Village}=>{FAULT_TYPE=TurboCharger}",8.614233e-06,0.003060366,2.130198,8864,0.0003901353,0.1274799,211,"Ultima","*","*","*","*","Spain","Village",FALSE,68946,0.003060366,4,70060,158793,114426.5,1.405209514,1.42579036218652e-08,2.17787167643671,7.73295518077975e-09,11.6018810619897,0.532057698451314,438,3,0,0,0,0,0,0,6581,1,";10;15;16;1",0,0,FALSE,0,0
"4027","TurboCharger","{MODEL=Ultima,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.383993e-05,0.003261748,2.270372,8880,6.342992e-05,0.0194466,339,"Ultima","*","*","*","*","Belgium","NormalUrban",FALSE,103932,0.003261748,4,72919,161494,117206.5,1.405209514,2.5694362688546e-08,2.32118269019918,1.46871661515277e-08,15.977668639405,0.561927853571683,442,3,0,0,0,0,0,0,6589,1,";10;15;16;1",0,0,FALSE,0,0
"4029","TurboCharger","{MODEL=Ultima,CUSTOMER_TYPE=Private,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",4.621474e-05,0.00311172,2.165943,8885,9.578867e-06,0.00307832,1132,"Ultima","*","*","Private","*","Belgium","*",FALSE,363786,0.00311172,4,71372,164248,117810,1.405209514,7.88659384177636e-08,2.21441711645001,4.3903231260685e-08,27.4768386342271,0.546422735841517,444,3,-1.10276318193033e-06,-9.57594361011545e-07,-63.9775873209562,0.24039116630031,0.116467070011036,0.24039116630031,6591,1,";10;13;15;1",0,0,FALSE,0,0
"4030","TurboCharger","{MODEL=Ultima,CUSTOMER_TYPE=Private,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",5.025649e-05,0.003270257,2.276295,8930,7.193899e-05,0.02199796,1231,"Ultima","*","*","Private","*","*","NormalUrban",FALSE,376423,0.003270257,4,73677,164579,119128,1.405209514,9.37307403296841e-08,2.32723801498543,5.42895218971591e-08,30.5465931696209,0.569440605810536,445,3,-1.08789838001841e-06,-9.47208070375071e-07,-60.9078327855624,0.277215827379928,0.183538895200429,0.277215827379928,6597,1,";10;13;16;1",0,0,FALSE,0,0
"4033","TurboCharger","{MODEL=Opal,DEALERSHIP=VWFranchise,USER_CUSTOMISED=N,COUNTRY=Spain}=>{FAULT_TYPE=TurboCharger}",6.409642e-06,0.003055545,2.126842,22940,0.0003638036,0.1190634,157,"Opal","*","VWFranchise","*","N","Spain","*",FALSE,51382,0.003055545,3,69949.5,156851.5,113400.5,1.405209514,1.0578059645156e-08,2.17444087131337,5.72534412214474e-09,9.98648264702446,0.53093309156734,448,4,-7.56774841793545e-07,-4.62289332543729e-07,-64.9612508367365,0.207963882057047,0.0625687181187824,0.207963882057047,6608,1,";10;12;14;15;1",0,0,FALSE,0,0
"4034","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,COUNTRY=Spain}=>{FAULT_TYPE=TurboCharger}",7.38946e-06,0.003053564,2.125463,8966,0.000410658,0.1344848,181,"*","*","VWFranchise","Private","*","Spain","*",FALSE,59275,0.003053564,4,69935,157713,113824,1.405209514,1.21804495401176e-08,2.17303111712351,6.59111923714119e-09,10.7132491945283,0.530798847235799,449,3,-1.16944867080797e-06,-9.94906473035089e-07,-80.741176760655,0.225924198739571,0.0918631664067393,0.225924198739571,6609,1,";12;13;15;1",0,0,FALSE,0,0
"4046","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Belgium,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",4.89909e-05,0.003316484,2.308471,9034,0.0003759145,0.1133473,1200,"*","*","*","Private","*","Belgium","NormalUrban",FALSE,361829,0.003316484,4,74305,164576,119440.5,1.405209514,9.36350572161774e-08,2.36013488875368,5.47705191942511e-08,30.6908954312659,0.575311352715038,459,3,-1.08799406313191e-06,-9.46727073077979e-07,-60.7635305239174,0.287290395491129,0.203096028633193,0.287290395491129,6633,1,";13;15;16;1",0,0,FALSE,0,0
"4050","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",8.532581e-05,0.00308356,2.146342,23112,0.0001429908,0.04637197,2090,"Opal","*","*","Private","N","Belgium","*",FALSE,677788,0.00308356,3,71085.5,165130.5,118108,1.405209514,1.43206614681844e-07,2.19437740015187,8.01641473698886e-08,36.8862416957662,0.549290649529994,463,4,-1.03842250566625e-06,-9.21333444902341e-07,-54.5681842594171,0.215159750418348,0.0741446767900171,0.23345418931365,6638,1,";10;13;14;15;1",0,0,FALSE,0,0
"4129","TurboCharger","{CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N,COUNTRY=Portugal,GEO_TYPE=Village}=>{FAULT_TYPE=TurboCharger}",4.1234e-06,0.001806152,1.25719,23286,4.703155e-05,0.02603964,101,"*","*","*","Corporate","N","Portugal","Village",FALSE,55920,0.001806152,3,44975,136469,90722,1.405209514,1.6532462467724e-09,1.28532576957773,3.67839252759835e-10,2.53104852454558,0.205043194417295,507,4,0,0,0,0,0,0,6859,1,";13;14;15;16;1",0,0,FALSE,0,0
"4132","TurboCharger","{AGE=InWarranty,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=Suburban}=>{FAULT_TYPE=TurboCharger}",4.776612e-06,0.01213693,8.44803,41036,0.0005555003,0.04576943,117,"*","InWarranty","*","Private","N","Switzerland","Suburban",FALSE,9640,0.01213693,2,118947,163767,141357,1.405209514,5.12612648540734e-08,8.63709637536656,4.53441043441546e-08,28.1282478936374,0.881976313434529,509,5,-1.18507508578137e-06,-1.02705664047221e-06,-107.614319416072,0.208032591437868,0.0626788806802641,0.805248114638545,6871,1,";11;13;14;15;16;1",0,0,FALSE,0,0
